,timestamp,Alt_Baro,Alt_VPS,VZ
1:32:22.9 PM,7.1,23.0,22.3,0
1:32:23.0 PM,7.2,23.0,22.3,0
1:32:23.0 PM,7.3,23.0,22.0,0
1:32:23.1 PM,7.4,22.6,22.0,0.2
1:32:23.2 PM,7.5,22.6,22.0,0.2
1:32:23.3 PM,7.6,22.6,21.7,0.2
1:32:23.4 PM,7.7,22.6,21.7,0.2
1:32:23.5 PM,7.8,22.6,21.7,0
1:32:23.6 PM,7.9,22.6,21.7,0
1:32:23.7 PM,8.0,22.6,21.3,0
1:32:23.8 PM,8.1,22.6,21.3,0
1:32:23.9 PM,8.2,22.6,21.0,0
1:32:24.0 PM,8.3,22.6,21.0,0
1:32:24.2 PM,8.4,22.3,21.0,0
1:32:24.3 PM,8.5,22.3,20.7,0
1:32:24.4 PM,8.6,22.3,20.7,0
1:32:24.5 PM,8.7,22.3,20.3,0
1:32:24.6 PM,8.8,22.3,20.3,0
1:32:24.6 PM,8.9,22.3,20.3,0
1:32:24.7 PM,9.0,22.3,20.0,0
1:32:24.8 PM,9.1,22.3,20.0,0
1:32:24.9 PM,9.2,22.3,20.0,0
1:32:25.0 PM,9.3,22.3,19.7,0
1:32:25.1 PM,9.4,22.3,19.7,0
1:32:25.2 PM,9.5,22.3,19.7,0
1:32:25.3 PM,9.6,22.3,19.4,0
1:32:25.4 PM,9.7,22.3,19.4,0
1:32:25.5 PM,9.8,22.3,19.4,0
1:32:25.7 PM,9.9,22.3,19.4,0
1:32:25.8 PM,10.0,22.3,19.0,0
1:32:25.9 PM,10.1,22.3,19.0,0
1:32:26.0 PM,10.2,22.3,19.0,0
1:32:26.1 PM,10.3,22.3,19.0,0
1:32:26.1 PM,10.4,22.3,18.7,0
1:32:26.2 PM,10.5,22.3,18.7,0
1:32:26.3 PM,10.6,22.3,18.7,0
1:32:26.4 PM,10.7,22.3,18.7,0
1:32:26.5 PM,10.8,22.3,18.7,0
1:32:26.6 PM,10.9,22.3,18.7,0
1:32:26.7 PM,11.0,22.3,18.7,0
1:32:26.8 PM,11.1,22.3,18.7,0
1:32:26.9 PM,11.2,22.3,18.4,0
1:32:27.0 PM,11.3,22.3,18.4,0
1:32:27.1 PM,11.4,22.3,18.4,0
1:32:27.3 PM,11.5,22.3,18.4,0
1:32:27.4 PM,11.6,22.3,18.4,0
1:32:27.5 PM,11.7,22.3,18.4,0
1:32:27.6 PM,11.8,22.3,18.4,0
1:32:27.6 PM,11.9,22.3,18.4,0
1:32:27.7 PM,12.0,22.3,18.0,0
1:32:27.8 PM,12.1,22.3,18.0,0
1:32:27.9 PM,12.2,22.3,18.0,0
1:32:28.0 PM,12.3,22.3,18.0,0
1:32:28.1 PM,12.4,22.0,18.0,0
1:32:28.2 PM,12.5,22.0,18.0,0
1:32:28.3 PM,12.6,22.0,18.0,0
1:32:28.4 PM,12.7,22.0,18.0,0
1:32:28.7 PM,12.8,22.0,17.7,0
1:32:28.8 PM,13.0,22.0,17.7,0
1:32:28.9 PM,13.1,22.0,17.7,0
1:32:29.0 PM,13.2,22.0,17.7,0
1:32:29.1 PM,13.3,22.0,17.7,0
1:32:29.1 PM,13.4,22.0,17.7,0
1:32:29.2 PM,13.5,22.0,17.7,0
1:32:29.3 PM,13.6,22.0,17.7,0
1:32:29.4 PM,13.7,22.0,17.7,0
1:32:29.5 PM,13.8,22.0,17.7,0
1:32:29.6 PM,13.9,22.0,17.7,0
1:32:29.7 PM,14.0,22.0,17.7,0
1:32:29.8 PM,14.1,22.0,17.7,0
1:32:29.9 PM,14.2,22.3,17.7,0
1:32:30.0 PM,14.3,22.3,17.7,0
1:32:30.1 PM,14.4,22.3,17.7,0
1:32:30.2 PM,14.5,22.3,17.4,0
1:32:30.4 PM,14.6,22.3,17.4,0
1:32:30.5 PM,14.7,22.3,17.4,0
1:32:30.6 PM,14.8,22.3,17.4,0
1:32:30.7 PM,14.9,22.3,17.4,0
1:32:30.8 PM,15.0,22.3,17.4,0
1:32:30.9 PM,15.1,22.3,17.4,0
1:32:30.9 PM,15.2,22.3,17.4,0
1:32:31.0 PM,15.3,22.3,17.4,0
1:32:31.1 PM,15.4,22.3,17.4,0
1:32:31.2 PM,15.5,22.3,17.4,0
1:32:31.3 PM,15.6,22.3,17.4,0
1:32:31.4 PM,15.7,22.3,17.4,0
1:32:31.5 PM,15.8,22.3,17.4,0
1:32:31.6 PM,15.9,22.3,17.1,0
1:32:31.7 PM,16.0,22.3,17.1,0
1:32:31.8 PM,16.1,22.3,17.1,0
1:32:31.9 PM,16.2,22.3,17.1,0
1:32:32.0 PM,16.3,22.3,17.1,0
1:32:32.2 PM,16.4,22.3,17.1,0
1:32:32.3 PM,16.5,22.3,17.1,0
1:32:32.4 PM,16.6,22.3,17.1,0
1:32:32.5 PM,16.7,22.3,17.1,0
1:32:32.6 PM,16.8,22.3,17.1,0
1:32:32.7 PM,16.9,22.3,17.1,0
1:32:32.8 PM,17.0,22.3,17.1,0
1:32:32.8 PM,17.1,22.3,17.1,0
1:32:32.9 PM,17.2,22.3,17.1,0
1:32:33.0 PM,17.3,22.3,17.1,0
1:32:33.1 PM,17.4,22.3,17.1,0
1:32:33.2 PM,17.5,22.3,17.1,0
1:32:33.3 PM,17.6,22.0,17.1,0
1:32:33.4 PM,17.7,22.0,17.1,0
1:32:33.5 PM,17.8,22.0,17.1,0
1:32:33.6 PM,17.9,22.0,17.1,0
1:32:33.7 PM,18.0,22.0,17.1,0
1:32:33.9 PM,18.1,22.0,17.1,0
1:32:34.0 PM,18.2,22.0,17.1,0
1:32:34.1 PM,18.3,22.0,17.1,0
1:32:34.2 PM,18.4,22.0,17.1,0
1:32:34.3 PM,18.5,22.0,17.1,0
1:32:34.4 PM,18.6,22.0,17.1,0
1:32:34.4 PM,18.7,22.0,17.4,0
1:32:34.5 PM,18.8,22.0,17.4,0
1:32:34.6 PM,18.9,22.0,17.4,0
1:32:34.7 PM,19.0,22.0,17.4,0
1:32:34.8 PM,19.1,22.0,17.4,0
1:32:34.9 PM,19.2,22.0,17.4,0
1:32:35.0 PM,19.3,22.0,17.4,0
1:32:35.1 PM,19.4,21.7,17.4,0
1:32:35.2 PM,19.5,21.7,17.4,0
1:32:35.3 PM,19.6,21.7,17.4,0
1:32:35.4 PM,19.7,21.7,17.4,0
1:32:35.6 PM,19.8,21.7,17.4,0
1:32:35.7 PM,19.9,21.7,17.4,0
1:32:35.8 PM,20.0,21.7,17.4,0
1:32:35.9 PM,20.1,21.7,17.4,0
1:32:36.0 PM,20.2,21.7,17.4,0
1:32:36.1 PM,20.3,21.7,17.4,0
1:32:36.2 PM,20.4,21.7,17.7,0
1:32:36.2 PM,20.5,21.7,17.7,0
1:32:36.3 PM,20.6,21.7,17.7,0
1:32:36.4 PM,20.7,21.7,17.7,0
1:32:36.5 PM,20.8,21.7,17.7,0
1:32:36.6 PM,20.9,21.7,17.7,0
1:32:36.7 PM,21.0,21.7,17.7,0
1:32:36.8 PM,21.1,21.7,17.7,0
1:32:36.9 PM,21.2,21.7,17.7,0
1:32:37.0 PM,21.3,21.7,17.7,0
1:32:37.1 PM,21.4,21.7,17.7,0
1:32:37.2 PM,21.5,21.7,17.7,0
1:32:37.3 PM,21.6,21.7,17.7,0
1:32:37.5 PM,21.7,21.3,17.7,0
1:32:37.6 PM,21.8,21.3,17.7,0
1:32:37.7 PM,21.9,21.7,17.7,0
1:32:37.8 PM,22.0,21.3,17.7,0
1:32:37.9 PM,22.1,21.3,17.7,0
1:32:37.9 PM,22.2,21.3,17.7,0
1:32:38.0 PM,22.3,21.3,17.7,0
1:32:38.1 PM,22.4,21.3,17.7,-0.2
1:32:38.2 PM,22.5,21.7,18.0,-0.2
1:32:38.3 PM,22.6,21.7,18.0,-0.2
1:32:38.4 PM,22.7,21.7,18.0,-0.2
1:32:38.6 PM,22.8,21.7,18.0,-0.2
1:32:38.7 PM,23.0,21.7,18.0,-0.2
1:32:38.9 PM,23.1,21.7,18.0,0
1:32:39.0 PM,23.2,21.7,18.0,0
1:32:39.1 PM,23.3,21.7,18.0,0
1:32:39.2 PM,23.4,21.7,18.0,0
1:32:39.3 PM,23.5,21.7,18.0,0
1:32:39.3 PM,23.6,21.7,18.0,0
1:32:39.4 PM,23.7,21.7,18.0,0
1:32:39.5 PM,23.8,21.7,18.0,0
1:32:39.6 PM,23.9,21.7,18.0,0
1:32:39.7 PM,24.0,21.7,18.0,0
1:32:39.8 PM,24.1,21.7,18.0,0
1:32:39.9 PM,24.2,21.7,18.0,0
1:32:40.0 PM,24.3,21.7,18.0,0
1:32:40.1 PM,24.4,21.7,18.0,0
1:32:40.2 PM,24.5,21.7,18.0,0
1:32:40.3 PM,24.6,21.7,18.0,0
1:32:40.5 PM,24.7,21.7,18.0,0
1:32:40.6 PM,24.8,21.7,18.0,0
1:32:40.7 PM,24.9,21.7,18.0,0
1:32:40.8 PM,25.0,21.7,18.0,0
1:32:40.9 PM,25.1,21.7,18.0,0
1:32:41.0 PM,25.2,21.7,18.0,0
1:32:41.1 PM,25.3,21.7,18.0,0
1:32:41.1 PM,25.4,21.7,18.0,0
1:32:41.2 PM,25.5,21.7,18.0,0
1:32:41.3 PM,25.6,21.7,18.0,0
1:32:41.5 PM,25.7,21.7,18.0,0
1:32:41.6 PM,25.9,21.7,18.4,0
1:32:41.7 PM,26.0,21.7,18.4,0
1:32:41.8 PM,26.1,21.7,18.4,0
1:32:41.9 PM,26.2,21.7,18.4,0
1:32:42.0 PM,26.3,21.7,18.4,0
1:32:42.1 PM,26.4,21.7,18.4,0
1:32:42.3 PM,26.5,21.7,18.4,0
1:32:42.4 PM,26.6,21.7,18.4,0
1:32:42.5 PM,26.7,21.7,18.4,0
1:32:42.6 PM,26.8,21.7,18.4,0
1:32:42.7 PM,26.9,21.7,18.4,0
1:32:42.8 PM,27.0,21.7,18.4,0
1:32:42.8 PM,27.1,21.7,18.4,0
1:32:42.9 PM,27.2,21.7,18.4,0
1:32:43.0 PM,27.3,22.0,18.4,0
1:32:43.1 PM,27.4,22.0,18.4,0
1:32:43.2 PM,27.5,22.0,18.4,0
1:32:43.3 PM,27.6,22.0,18.4,0
1:32:43.4 PM,27.7,22.0,18.4,0
1:32:43.5 PM,27.8,22.0,18.4,0
1:32:43.6 PM,27.9,22.0,18.7,0
1:32:43.7 PM,28.0,22.0,18.7,0
1:32:43.8 PM,28.1,22.0,18.7,0
1:32:43.9 PM,28.2,22.0,18.7,0
1:32:44.0 PM,28.3,22.0,18.7,0
1:32:44.1 PM,28.4,22.0,18.7,0
1:32:44.2 PM,28.5,22.0,18.7,0
1:32:44.4 PM,28.6,22.0,18.7,0
1:32:44.5 PM,28.7,22.0,18.7,0
1:32:44.6 PM,28.8,22.0,18.7,0
1:32:44.7 PM,28.9,22.0,18.7,0
1:32:44.8 PM,29.0,22.0,18.7,0
1:32:44.9 PM,29.1,22.0,18.7,0
1:32:44.9 PM,29.2,22.0,18.7,0
1:32:45.0 PM,29.3,22.0,18.7,0
1:32:45.1 PM,29.4,22.0,18.7,0
1:32:45.2 PM,29.5,22.0,18.7,0
1:32:45.3 PM,29.6,22.0,18.7,0
1:32:45.4 PM,29.7,22.0,18.7,0
1:32:45.5 PM,29.8,22.0,18.7,0
1:32:45.6 PM,29.9,22.0,18.7,0
1:32:45.7 PM,30.0,22.0,18.7,0
1:32:45.8 PM,30.1,22.0,18.7,0
1:32:46.1 PM,30.2,22.0,18.7,0
1:32:46.2 PM,30.4,22.0,18.7,0
1:32:46.3 PM,30.5,22.0,18.7,0
1:32:46.4 PM,30.6,22.0,19.0,0
1:32:46.5 PM,30.7,22.0,19.0,0
1:32:46.5 PM,30.8,22.0,19.0,0
1:32:46.6 PM,30.9,22.0,19.0,0
1:32:46.7 PM,31.0,22.0,19.0,0
1:32:46.8 PM,31.1,22.0,19.0,0
1:32:46.9 PM,31.2,22.0,19.0,0
1:32:47.0 PM,31.3,22.0,19.0,0
1:32:47.1 PM,31.4,22.0,19.0,0
1:32:47.2 PM,31.5,22.0,19.0,0
1:32:47.3 PM,31.6,22.0,19.0,0
1:32:47.4 PM,31.7,22.0,19.0,0
1:32:47.5 PM,31.8,22.0,19.0,0
1:32:47.6 PM,31.9,22.0,19.0,0
1:32:47.7 PM,32.0,22.0,19.0,0
1:32:47.9 PM,32.1,22.0,19.0,0
1:32:48.0 PM,32.2,22.0,19.0,0
1:32:48.1 PM,32.3,22.0,19.0,0
1:32:48.2 PM,32.4,22.0,19.0,0
1:32:48.3 PM,32.5,22.0,19.0,0
1:32:48.4 PM,32.6,22.0,19.0,0
1:32:48.4 PM,32.7,22.0,19.0,0
1:32:48.5 PM,32.8,22.0,19.0,0
1:32:48.6 PM,32.9,22.0,19.0,0
1:32:48.7 PM,33.0,22.0,19.4,0
1:32:48.8 PM,33.1,22.0,19.4,0
1:32:48.9 PM,33.2,22.0,19.4,0
1:32:49.0 PM,33.3,22.0,19.4,0
1:32:49.1 PM,33.4,22.0,19.4,0
1:32:49.2 PM,33.5,22.0,19.4,0
1:32:49.4 PM,33.6,22.0,19.4,0
1:32:49.5 PM,33.7,22.0,19.4,0
1:32:49.6 PM,33.8,22.0,19.4,0
1:32:49.7 PM,33.9,22.3,19.4,0
1:32:49.8 PM,34.0,22.3,19.4,0
1:32:49.8 PM,34.1,22.3,19.4,0
1:32:49.9 PM,34.2,22.3,19.4,0
1:32:50.0 PM,34.3,22.3,19.4,0
1:32:50.1 PM,34.4,22.3,19.4,0
1:32:50.2 PM,34.5,22.3,19.4,0
1:32:50.3 PM,34.6,22.3,19.4,0
1:32:50.4 PM,34.7,22.3,19.7,0
1:32:50.5 PM,34.8,22.3,19.7,0
1:32:50.6 PM,34.9,22.3,19.7,0
1:32:50.7 PM,35.0,22.3,19.7,0
1:32:50.8 PM,35.1,22.3,19.7,0
1:32:51.0 PM,35.2,22.3,19.7,0
1:32:51.1 PM,35.3,22.3,19.7,0
1:32:51.2 PM,35.4,22.3,19.7,0
1:32:51.2 PM,35.5,22.3,19.7,0
1:32:51.3 PM,35.6,22.3,19.7,0
1:32:51.4 PM,35.7,22.3,19.7,0
1:32:51.5 PM,35.8,22.3,19.7,0
1:32:51.6 PM,35.9,22.3,19.7,0
1:32:51.7 PM,36.0,22.3,19.7,0
1:32:51.8 PM,36.1,22.3,19.7,0
1:32:51.9 PM,36.2,22.3,19.7,0
1:32:52.0 PM,36.3,22.3,19.7,0
1:32:52.1 PM,36.4,22.3,19.7,0
1:32:52.2 PM,36.5,22.3,19.7,0
1:32:52.3 PM,36.6,22.3,20.0,0
1:32:52.4 PM,36.7,22.3,20.0,0
1:32:52.6 PM,36.8,22.3,20.0,0
1:32:52.7 PM,36.9,22.3,20.0,0
1:32:52.8 PM,37.0,22.3,20.0,0
1:32:52.9 PM,37.1,22.3,20.0,0
1:32:53.0 PM,37.2,22.3,20.0,0
1:32:53.1 PM,37.3,22.3,20.0,0
1:32:53.2 PM,37.4,22.3,20.0,0
1:32:53.2 PM,37.5,22.3,20.0,0
1:32:53.3 PM,37.6,22.3,20.0,0
1:32:53.4 PM,37.7,22.3,20.0,0
1:32:53.5 PM,37.8,22.3,20.0,0
1:32:53.6 PM,37.9,22.3,20.0,0
1:32:53.7 PM,38.0,22.3,20.3,0
1:32:53.8 PM,38.1,22.3,20.3,0
1:32:53.9 PM,38.2,22.3,20.3,0
1:32:54.0 PM,38.3,22.3,20.3,0
1:32:54.1 PM,38.4,22.3,20.3,0
1:32:54.2 PM,38.5,22.3,20.3,0
1:32:54.3 PM,38.6,22.3,20.3,0
1:32:54.5 PM,38.7,22.3,20.3,0
1:32:54.6 PM,38.8,22.3,20.3,0
1:32:54.7 PM,38.9,22.3,20.3,0
1:32:54.8 PM,39.0,22.3,20.3,0
1:32:54.9 PM,39.1,22.3,20.7,0
1:32:54.9 PM,39.2,22.3,20.7,0
1:32:55.0 PM,39.3,22.3,20.7,0
1:32:55.1 PM,39.4,22.3,20.7,0
1:32:55.2 PM,39.5,22.3,20.7,0
1:32:55.3 PM,39.6,22.3,20.7,0
1:32:55.4 PM,39.7,22.3,20.7,0
1:32:55.5 PM,39.8,22.3,20.7,0
1:32:55.6 PM,39.9,22.3,20.7,0
1:32:55.7 PM,40.0,22.3,20.7,0
1:32:55.8 PM,40.1,22.3,20.7,0
1:32:55.9 PM,40.2,22.3,20.7,0
1:32:56.1 PM,40.3,22.6,20.7,0
1:32:56.2 PM,40.4,22.6,20.7,0
1:32:56.3 PM,40.5,22.6,20.7,0
1:32:56.4 PM,40.6,22.6,20.7,0
1:32:56.4 PM,40.7,22.6,20.7,0
1:32:56.5 PM,40.8,22.6,20.7,0
1:32:56.6 PM,40.9,22.6,20.7,0
1:32:56.7 PM,41.0,22.6,20.7,0
1:32:56.8 PM,41.1,22.6,20.7,0
1:32:56.9 PM,41.2,22.6,20.7,0
1:32:57.0 PM,41.3,22.6,20.3,0
1:32:57.1 PM,41.4,22.6,20.3,0
1:32:57.2 PM,41.5,22.6,20.3,0
1:32:57.4 PM,41.6,22.6,20.3,0
1:32:57.5 PM,41.7,22.6,20.3,0
1:32:57.6 PM,41.8,22.6,20.3,0
1:32:57.7 PM,41.9,22.6,20.3,0
1:32:57.8 PM,42.0,22.6,20.3,0
1:32:57.8 PM,42.1,22.6,20.3,0
1:32:57.9 PM,42.2,22.6,20.3,0
1:32:58.0 PM,42.3,22.6,20.3,0
1:32:58.1 PM,42.4,22.6,20.3,0
1:32:58.2 PM,42.5,22.6,20.3,0
1:32:58.3 PM,42.6,22.6,20.3,0
1:32:58.4 PM,42.7,22.6,20.3,0
1:32:58.5 PM,42.8,22.6,20.3,0
1:32:58.6 PM,42.9,22.6,20.3,0
1:32:58.7 PM,43.0,22.6,20.3,0
1:32:58.8 PM,43.1,22.6,20.3,0
1:32:59.0 PM,43.2,22.6,20.3,0
1:32:59.1 PM,43.3,22.6,20.3,0
1:32:59.2 PM,43.4,22.6,20.3,0
1:32:59.3 PM,43.5,22.6,20.3,0
1:32:59.3 PM,43.6,22.6,20.3,0
1:32:59.4 PM,43.7,22.6,20.3,0
1:32:59.5 PM,43.8,22.6,20.3,0
1:32:59.6 PM,43.9,22.6,20.3,0
1:32:59.7 PM,44.0,22.6,20.3,0
1:32:59.8 PM,44.1,22.3,20.3,0
1:32:59.9 PM,44.2,22.3,20.3,0
1:33:00.0 PM,44.3,22.3,20.3,0
1:33:00.1 PM,44.4,22.3,20.3,0
1:33:00.2 PM,44.5,22.3,20.3,0
1:33:00.3 PM,44.6,22.3,20.7,0
1:33:00.5 PM,44.7,22.3,20.7,0
1:33:00.6 PM,44.8,22.3,20.7,0
1:33:00.7 PM,44.9,22.3,20.7,0
1:33:00.8 PM,45.0,22.3,20.7,0
1:33:00.8 PM,45.1,22.3,20.7,0
1:33:00.9 PM,45.2,22.3,20.7,0
1:33:01.0 PM,45.3,22.3,20.7,0
1:33:01.1 PM,45.4,22.3,20.7,0
1:33:01.2 PM,45.5,22.3,20.7,0
1:33:01.3 PM,45.6,22.3,20.7,0
1:33:01.4 PM,45.7,22.3,20.7,0
1:33:01.5 PM,45.8,22.3,20.7,0
1:33:01.6 PM,45.9,22.3,20.7,0
1:33:01.7 PM,46.0,22.3,20.7,0
1:33:01.8 PM,46.1,22.3,20.7,0
1:33:02.0 PM,46.2,22.3,20.7,0
1:33:02.1 PM,46.3,22.3,20.7,0
1:33:02.2 PM,46.4,22.3,20.7,0
1:33:02.3 PM,46.5,22.6,20.7,0
1:33:02.4 PM,46.6,22.6,20.7,0
1:33:02.5 PM,46.7,22.6,20.7,0
1:33:02.6 PM,46.8,22.3,20.7,0
1:33:02.6 PM,46.9,22.3,20.7,0
1:33:02.7 PM,47.0,22.3,20.3,0
1:33:02.8 PM,47.1,22.3,20.3,0
1:33:02.9 PM,47.2,22.3,20.3,0
1:33:03.0 PM,47.3,22.3,20.3,0
1:33:03.1 PM,47.4,22.3,20.3,0
1:33:03.2 PM,47.5,22.3,20.3,0
1:33:03.3 PM,47.6,22.3,20.3,0
1:33:03.4 PM,47.7,22.3,20.3,0
1:33:03.5 PM,47.8,22.3,20.3,0
1:33:03.7 PM,47.9,22.3,20.3,0
1:33:03.8 PM,48.0,22.6,20.3,0
1:33:04.0 PM,48.1,22.6,20.3,0
1:33:04.1 PM,48.3,22.6,20.3,0
1:33:04.2 PM,48.4,22.6,20.3,0
1:33:04.3 PM,48.5,22.6,20.3,0
1:33:04.3 PM,48.6,22.6,20.3,0
1:33:04.4 PM,48.7,22.6,20.3,0
1:33:04.5 PM,48.8,22.6,20.3,0
1:33:04.6 PM,48.9,22.6,20.3,0
1:33:04.7 PM,49.0,22.6,20.3,0
1:33:04.8 PM,49.1,22.6,20.3,0
1:33:04.9 PM,49.2,22.6,20.3,0
1:33:05.1 PM,49.3,22.6,20.3,0
1:33:05.2 PM,49.5,22.6,20.3,0
1:33:05.3 PM,49.6,22.6,20.3,0
1:33:05.5 PM,49.7,22.6,20.3,0
1:33:05.6 PM,49.8,22.6,20.3,0
1:33:05.7 PM,49.9,22.6,20.3,0
1:33:05.8 PM,50.0,22.3,20.3,0.2
1:33:05.9 PM,50.1,22.3,20.0,0.5
1:33:05.9 PM,50.2,22.3,20.0,0.7
1:33:06.0 PM,50.3,22.0,20.0,0.7
1:33:06.1 PM,50.4,22.0,20.0,0.7
1:33:06.2 PM,50.5,22.0,19.7,0.7
1:33:06.3 PM,50.6,21.7,19.7,0.7
1:33:06.4 PM,50.7,21.7,19.7,0.9
1:33:06.5 PM,50.8,21.3,19.7,0.9
1:33:06.6 PM,50.9,21.3,19.4,0.7
1:33:06.7 PM,51.0,21.3,19.4,0.9
1:33:06.8 PM,51.1,21.0,19.4,0.9
1:33:06.9 PM,51.2,21.0,19.0,0.9
1:33:07.1 PM,51.3,20.7,19.0,0.9
1:33:07.2 PM,51.4,20.7,19.0,0.9
1:33:07.3 PM,51.5,20.3,19.0,0.7
1:33:07.4 PM,51.6,20.3,18.7,0.7
1:33:07.4 PM,51.7,20.3,18.7,0.7
1:33:07.5 PM,51.8,20.0,18.7,0.7
1:33:07.6 PM,51.9,20.0,18.4,0.7
1:33:07.7 PM,52.0,19.7,18.4,0.7
1:33:07.8 PM,52.1,19.7,18.4,0.9
1:33:07.9 PM,52.2,19.4,18.4,0.7
1:33:08.0 PM,52.3,19.4,18.4,0.7
1:33:08.1 PM,52.4,19.4,18.0,0.7
1:33:08.2 PM,52.5,19.0,18.0,0.5
1:33:08.3 PM,52.6,19.0,18.0,0.5
1:33:08.4 PM,52.7,19.0,18.0,0.5
1:33:08.6 PM,52.8,19.0,18.0,0.5
1:33:08.7 PM,52.9,19.0,17.7,0.2
1:33:08.8 PM,53.0,18.7,17.7,0.2
1:33:08.9 PM,53.1,18.7,17.7,0.2
1:33:09.0 PM,53.2,18.7,17.7,0.2
1:33:09.0 PM,53.3,18.7,17.7,0
1:33:09.1 PM,53.4,18.7,17.7,0
1:33:09.2 PM,53.5,18.7,17.7,0
1:33:09.3 PM,53.6,18.7,17.7,0
1:33:09.4 PM,53.7,18.7,17.7,0
1:33:09.5 PM,53.8,18.7,17.7,0
1:33:09.6 PM,53.9,18.7,17.7,0.2
1:33:09.7 PM,54.0,18.7,17.7,0.2
1:33:09.8 PM,54.1,18.7,17.7,0.5
1:33:09.9 PM,54.2,18.4,17.7,0.5
1:33:10.0 PM,54.3,18.4,17.7,0.7
1:33:10.2 PM,54.4,18.4,17.7,0.7
1:33:10.3 PM,54.5,18.0,17.4,0.7
1:33:10.5 PM,54.6,18.0,17.4,0.7
1:33:10.6 PM,54.8,17.7,17.1,0.9
1:33:10.6 PM,54.9,17.4,17.1,0.9
1:33:10.7 PM,55.0,17.4,17.1,0.9
1:33:10.8 PM,55.1,17.1,16.7,1.1
1:33:10.9 PM,55.2,17.1,16.7,1.1
1:33:11.0 PM,55.3,16.7,16.4,1.3
